C:\Users\hp\Desktop\beta_simulator_windows\test_modul_2\IMG\center_2024_05_04_03_09_39_805.jpg,C:\Users\hp\Desktop\beta_simulator_windows\test_modul_2\IMG\left_2024_05_04_03_09_39_805.jpg,C:\Users\hp\Desktop\beta_simulator_windows\test_modul_2\IMG\right_2024_05_04_03_09_39_805.jpg,0,0,0,1.008213E-05
C:\Users\hp\Desktop\beta_simulator_windows\test_modul_2\IMG\center_2024_05_04_03_09_39_911.jpg,C:\Users\hp\Desktop\beta_simulator_windows\test_modul_2\IMG\left_2024_05_04_03_09_39_911.jpg,C:\Users\hp\Desktop\beta_simulator_windows\test_modul_2\IMG\right_2024_05_04_03_09_39_911.jpg,0,0,0,6.423558E-06
C:\Users\hp\Desktop\beta_simulator_windows\test_modul_2\IMG\center_2024_05_04_03_09_39_987.jpg,C:\Users\hp\Desktop\beta_simulator_windows\test_modul_2\IMG\left_2024_05_04_03_09_39_987.jpg,C:\Users\hp\Desktop\beta_simulator_windows\test_modul_2\IMG\right_2024_05_04_03_09_39_987.jpg,0,0,0,1.080993E-05
C:\Users\hp\Desktop\beta_simulator_windows\test_modul_2\IMG\center_2024_05_04_03_09_40_067.jpg,C:\Users\hp\Desktop\beta_simulator_windows\test_modul_2\IMG\left_2024_05_04_03_09_40_067.jpg,C:\Users\hp\Desktop\beta_simulator_windows\test_modul_2\IMG\right_2024_05_04_03_09_40_067.jpg,0,0,0,1.536257E-06
C:\Users\hp\Desktop\beta_simulator_windows\test_modul_2\IMG\center_2024_05_04_03_09_40_145.jpg,C:\Users\hp\Desktop\beta_simulator_windows\test_modul_2\IMG\left_2024_05_04_03_09_40_145.jpg,C:\Users\hp\Desktop\beta_simulator_windows\test_modul_2\IMG\right_2024_05_04_03_09_40_145.jpg,0,0,0,9.830138E-06
C:\Users\hp\Desktop\beta_simulator_windows\test_modul_2\IMG\center_2024_05_04_03_09_40_223.jpg,C:\Users\hp\Desktop\beta_simulator_windows\test_modul_2\IMG\left_2024_05_04_03_09_40_223.jpg,C:\Users\hp\Desktop\beta_simulator_windows\test_modul_2\IMG\right_2024_05_04_03_09_40_223.jpg,0,0,0,9.049367E-06
C:\Users\hp\Desktop\beta_simulator_windows\test_modul_2\IMG\center_2024_05_04_03_09_40_292.jpg,C:\Users\hp\Desktop\beta_simulator_windows\test_modul_2\IMG\left_2024_05_04_03_09_40_292.jpg,C:\Users\hp\Desktop\beta_simulator_windows\test_modul_2\IMG\right_2024_05_04_03_09_40_292.jpg,0,0,0,1.536983E-05
C:\Users\hp\Desktop\beta_simulator_windows\test_modul_2\IMG\center_2024_05_04_03_09_40_371.jpg,C:\Users\hp\Desktop\beta_simulator_windows\test_modul_2\IMG\left_2024_05_04_03_09_40_371.jpg,C:\Users\hp\Desktop\beta_simulator_windows\test_modul_2\IMG\right_2024_05_04_03_09_40_371.jpg,0,0,0,4.695855E-06
C:\Users\hp\Desktop\beta_simulator_windows\test_modul_2\IMG\center_2024_05_04_03_09_40_450.jpg,C:\Users\hp\Desktop\beta_simulator_windows\test_modul_2\IMG\left_2024_05_04_03_09_40_450.jpg,C:\Users\hp\Desktop\beta_simulator_windows\test_modul_2\IMG\right_2024_05_04_03_09_40_450.jpg,0,0,0,1.174334E-05
C:\Users\hp\Desktop\beta_simulator_windows\test_modul_2\IMG\center_2024_05_04_03_09_40_527.jpg,C:\Users\hp\Desktop\beta_simulator_windows\test_modul_2\IMG\left_2024_05_04_03_09_40_527.jpg,C:\Users\hp\Desktop\beta_simulator_windows\test_modul_2\IMG\right_2024_05_04_03_09_40_527.jpg,0,0,0,6.789658E-06
C:\Users\hp\Desktop\beta_simulator_windows\test_modul_2\IMG\center_2024_05_04_03_09_40_603.jpg,C:\Users\hp\Desktop\beta_simulator_windows\test_modul_2\IMG\left_2024_05_04_03_09_40_603.jpg,C:\Users\hp\Desktop\beta_simulator_windows\test_modul_2\IMG\right_2024_05_04_03_09_40_603.jpg,0,0,0,3.583549E-07
C:\Users\hp\Desktop\beta_simulator_windows\test_modul_2\IMG\center_2024_05_04_03_09_40_679.jpg,C:\Users\hp\Desktop\beta_simulator_windows\test_modul_2\IMG\left_2024_05_04_03_09_40_679.jpg,C:\Users\hp\Desktop\beta_simulator_windows\test_modul_2\IMG\right_2024_05_04_03_09_40_679.jpg,0,0,0,9.182845E-06
